g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_exit-3-0,g_exit-3-0,g_exit-3-0,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g
g_tr-lg,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_tr-lg,g,g,g,g,g,g,g,g,g_tr-lg,g,g
g,g,g_cn,g_cn_smsk,g,g,g,g,g,g,g,g,g,g,g,g,g_rk,g,g_rk,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_rk,g,g,g,g,g
g,g,g_cn,g_cn,g,g,g,g_tr-lg,g,g,g,g,g,g,g,g,g,g,g,g,g_cn,g,g_cn,g,g_cn,g,g_cn,g,g_cn,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g
g,g,g,g,g,g,g,g,g,g,g,g,g_cn,g_cn,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_tr-sm,g,g,g,g,g,g,g,g_cn,g_cn,g_cn,g,g,g
g,g,g,g,g,g,g,g,g,g,g_tr-sm,g,g_cn,g_cn,g,g,g,g,g_cn,g,g,g,g,g,g,g,g,g,g,g,g_cn,g,g,g,g,g,g_tr-lg,g,g,g_cn,g,g,g,g_cn,g,g
g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_tr-lg,g,g,g_tr-lg,g,g,g,g,g,g,g,g,g_rk,g,g,g,g,g_cn,g,g_life_bz,g,g_cn,g,g_tr-sm
g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_cn,g,g,g,g,g,g,g,g,g,g,g_tr-sm,g,g,g,g,g_cn,g,g,g,g,g,g,g_cn,g,g,g,g_cn,g,g
g,g_tr-lg,g,g_rk,g,g_tr-sm,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_tr-lg,g,g,g,g,g,g,g,g_smz,g,g,g,g,g,g,g,g,g,g,g_cn,g_cn,g_cn,g,g,g
g,g,g,g,g,g,g,g,g_tr-lg,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g
g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_smz,g,g,g,g_tr-lg,g,g,g,g,g,g_tr-lg,g,g_tr-lg,g,g_tr-lg,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g
g,g,g,g,g,g,g,g,g,g,g,g_tr-lg,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_rk,g,g,g_cn,g_cn,g,g,g,g,g,g,g,g,g,g_tr-lg,g
g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_tr-sm,g,g_tr-lg,g,g,g,g,g,g,g,g,g,g,g_cn,g_cn,g,g,g_smz,g,g,g,g,g,g,g,g
g_rk,g,g,g_cn,g_cn,g_cn,g,g,g,g,g,g,g_rk,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_tr-sm,g,g,g,g,g,g,g,g,g,g
g,g,g_cn,g,g,g,g_cn,g,g,g,g,g,g,g,g,g,g,g,g,g_tr-lg,g,g,g,g,g,g,g,g,g,g,g,g_tr-lg,g,g,g,g,g,g,g,g,g,g,g_tr-sm,g,g,g
g,g,g_cn,g,g_life_bgsk,g,g_cn,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_tr-sm,g,g,g_tr-sm,g,g_tr-sm,g,g,g,g,g,g,g,g,g,g_tr-sm,g,g,g,g,g,g
g,g,g_cn,g,g,g,g_cn,g,g_tr-sm,g,g,g,g,g,g,g_tr-sm,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_tr-sm
g,g_tr-sm,g,g_cn,g_cn,g_cn,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_rk,g,g
g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_cn,g,g_cn,g,g_cn,g,g_cn,g,g_cn,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g
g,g,g,g,g,g,g,g,g,g,g,g_cn,g_cn,g,g,g,g,g_rk,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_cn_smsk,g_cn,g,g_tr-lg,g,g,g
g,g,g_tr-lg,g,g,g,g,g_tr-lg,g,g_rk,g,g_cn,g_cn,g,g,g,g,g,g,g,g_tr-sm,g,g,g,g_spawn,g,g,g,g,g,g,g,g,g,g,g,g,g_rk,g,g_cn,g_cn,g,g,g,g,g
g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_tr-lg,g,g,g,g,g,g,g,g,g,g,g,g,g,g_tr-sm,g,g,g,g_tr-sm,g,g_rk,g,g,g,g,g,g,g,g,g,g_tr-sm,g
g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g_exit-1-180,g_exit-1-180,g_exit-1-180,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g
